Date,Company,Final Score,Article URL,Sentiment Score,Positive Mentions,Negative Mentions
2025-01-24,台積電,0.0,https://tw.news.yahoo.com/%E7%B4%84%E4%BC%916%E5%A4%A9%E6%9C%88%E8%96%AA57-000-%E7%82%B8%E9%9B%9E%E5%BA%97%E5%BE%B5%E6%89%8D%E5%BC%95%E7%86%B1%E8%AD%B0-%E5%8E%9Fpo%E9%A9%9A-%E5%92%8C%E5%8F%B0%E7%A9%8D%E9%9B%BB%E7%A2%A9%E7%95%A2%E5%B7%AE%E4%B8%8D%E5%A4%9A-003700213.html,0.0,1,3
