Date,Company,Price,Final Score,Article URL,Sentiment Score,Positive Mentions,Negative Mentions
2025-05-18,台積電,998.0,0.0,https://tw.news.yahoo.com/%E9%BB%83%E4%BB%81%E5%8B%B3%E7%8F%BE%E8%BA%AB-%E6%9C%80%E6%84%9B%E5%B7%9D%E8%8F%9C%E9%A4%A8-%E4%B8%8D%E9%80%9B%E5%A4%9C%E5%B8%82%E6%BA%96%E5%82%99computex%E6%BC%94%E8%AC%9B-154051402.html,0.0,4,0
2025-05-18,台積電,998.0,21.0,https://tw.news.yahoo.com/%E9%BB%83%E4%BB%81%E5%8B%B3%E5%B8%B6%E4%BE%86%E5%A4%A7%E5%88%A9%E5%A4%9A-computex%E6%A6%82%E5%BF%B5%E8%82%A1%E7%9C%8B%E9%95%B7-%E9%80%99%E5%85%A9%E6%AA%94etf%E4%B8%8B%E6%89%8B%E8%A6%81%E5%BF%AB-160600658.html?bcmt=1,21.0,2,0
2025-05-18,台積電,998.0,3.0,https://tw.stock.yahoo.com/news/%E8%94%A1%E8%8B%B1%E6%96%87lse%E6%BC%94%E8%AC%9B-%E5%8F%B0%E7%81%A3%E6%98%AF%E5%85%A8%E7%90%83%E4%BE%9B%E6%87%89%E9%8F%88%E9%97%9C%E9%8D%B5-%E6%8E%A8%E5%8B%95ai%E6%9C%AA%E4%BE%86%E5%AF%A6%E7%8F%BE-135342489.html,3.0,1,1
2025-05-18,台積電,998.0,2.0,https://tw.stock.yahoo.com/news/%E9%BB%83%E4%BB%81%E5%8B%B3%E5%B0%87%E5%9C%A8%E5%8F%B0-%E7%BE%8E%E6%89%93%E9%80%A0%E8%B6%85%E7%B4%9Aai%E9%9B%BB%E8%85%A6-%E4%B8%BB%E5%8A%9B%E5%8D%BB%E5%A4%A7%E7%A0%8D-%E9%80%994%E6%AA%94-%E4%BE%9B%E6%87%89%E9%8F%88-150900843.html,2.0,0,0
2025-05-18,台積電,998.0,21.0,https://tw.news.yahoo.com/%E9%BB%83%E4%BB%81%E5%8B%B3%E5%B8%B6%E4%BE%86%E5%A4%A7%E5%88%A9%E5%A4%9A-computex%E6%A6%82%E5%BF%B5%E8%82%A1%E7%9C%8B%E9%95%B7-%E9%80%99%E5%85%A9%E6%AA%94etf%E4%B8%8B%E6%89%8B%E8%A6%81%E5%BF%AB-160600658.html,21.0,2,0
2025-05-18,台積電,998.0,1.33,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BB%E6%94%B6998%E5%A5%B9%E6%8E%9B996%E6%B2%92%E6%88%90%E4%BA%A4-%E8%82%A1%E5%B8%82%E6%96%B0%E6%89%8B%E7%96%91%E6%83%91%E6%B1%82%E5%8A%A9-%E7%82%BA%E4%BB%80%E9%BA%BC%E8%B3%A3%E4%B8%8D%E6%8E%89-094000345.html,1.33,0,0
2025-05-18,台積電,998.0,2.75,https://tw.stock.yahoo.com/news/%E8%AE%9A%E9%AD%8F%E5%93%B2%E5%AE%B6-hero-%E9%BB%83%E4%BB%81%E5%8B%B3-%E5%8F%B0%E7%81%A3%E5%B0%87%E9%9D%9E%E5%B8%B8%E5%BF%99%E7%A2%8C-123950970.html,2.75,1,0
2025-05-18,台積電,998.0,0.0,https://tw.news.yahoo.com/%E9%BB%83%E4%BB%81%E5%8B%B3%E7%8F%BE%E8%BA%AB-%E6%9C%80%E6%84%9B%E5%B7%9D%E8%8F%9C%E9%A4%A8-%E4%B8%8D%E9%80%9B%E5%A4%9C%E5%B8%82%E6%BA%96%E5%82%99computex%E6%BC%94%E8%AC%9B-154051402.html?bcmt=1,0.0,4,0
2025-05-18,台積電,998.0,0.0,https://tw.stock.yahoo.com/news/%E9%BB%83%E4%BB%81%E5%8B%B3%E7%82%BA%E4%BD%95%E7%8F%BE%E8%BA%AB%E5%B7%9D%E6%99%AE%E4%B8%AD%E6%9D%B1%E8%A1%8C-%E8%AC%9D%E9%87%91%E6%B2%B3%E6%9B%9D%E5%85%A7%E5%B9%95-%E8%BC%9D%E9%81%94%E6%8B%BF%E5%88%B0%E5%A4%A7%E5%96%AE%E5%B8%B6%E5%8B%95%E5%8F%B0%E7%A9%8D%E9%9B%BB%E8%B5%B7%E9%A3%9B-195739728.html,0.0,2,0
2025-05-18,台積電,998.0,21.0,https://tw.stock.yahoo.com/news/%E9%BB%83%E4%BB%81%E5%8B%B3%E5%B8%B6%E4%BE%86%E5%A4%A7%E5%88%A9%E5%A4%9A-computex%E6%A6%82%E5%BF%B5%E8%82%A1%E7%9C%8B%E9%95%B7-%E9%80%99%E5%85%A9%E6%AA%94etf%E4%B8%8B%E6%89%8B%E8%A6%81%E5%BF%AB-160600658.html,21.0,2,0
2025-05-18,台積電,998.0,2.0,https://tw.stock.yahoo.com/news/%E9%BB%83%E4%BB%81%E5%8B%B3%E5%B0%87%E5%9C%A8%E5%8F%B0-%E7%BE%8E%E6%89%93%E9%80%A0%E8%B6%85%E7%B4%9Aai%E9%9B%BB%E8%85%A6-%E4%B8%BB%E5%8A%9B%E5%8D%BB%E5%A4%A7%E7%A0%8D-%E9%80%994%E6%AA%94-%E4%BE%9B%E6%87%89%E9%8F%88-150900843.html?bcmt=1,2.0,0,0
2025-05-18,台積電,998.0,0.0,https://tw.news.yahoo.com/%E9%BB%83%E4%BB%81%E5%8B%B3%E8%81%BD%E8%81%9E%E7%B0%BD%E5%90%8D%E7%90%83-%E6%AF%8F%E9%A1%865%E5%8D%83%E5%85%83-%E5%B9%BD%E9%BB%98%E5%8F%8D%E6%87%89%E6%9B%9D%E5%85%89%E4%BA%86-084433937.html?bcmt=1,0.0,2,0
2025-05-18,台積電,998.0,3.15,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BB%E5%B0%87%E8%BF%94%E5%8D%83%E5%85%83-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E6%A2%9D%E6%AC%BE-%E9%AC%86%E7%B6%81-%E5%85%86%E5%85%83%E8%A6%8F%E6%A8%A130%E6%AA%94etf%E8%BF%8E%E5%88%A9%E5%A4%9A-103900888.html,3.15,0,2
2025-05-18,台積電,998.0,0.0,https://tw.stock.yahoo.com/news/%E7%8F%BE%E9%87%91%E8%82%A1%E5%88%A910-1%E5%A5%BD%E9%A6%99-%E9%80%99-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E4%BE%9B%E6%87%89%E9%8F%88-%E5%8E%BB%E5%B9%B4eps%E9%81%9412-043200605.html,0.0,0,0
2025-05-18,台積電,998.0,0.0,https://tw.news.yahoo.com/%E9%BB%83%E4%BB%81%E5%8B%B3%E8%81%BD%E8%81%9E%E7%B0%BD%E5%90%8D%E7%90%83-%E6%AF%8F%E9%A1%865%E5%8D%83%E5%85%83-%E5%B9%BD%E9%BB%98%E5%8F%8D%E6%87%89%E6%9B%9D%E5%85%89%E4%BA%86-084433937.html,0.0,2,0
2025-05-18,台積電,998.0,1.33,https://tw.news.yahoo.com/%E8%BC%9D%E9%81%94%E8%BB%8A%E5%8F%B0%E5%8C%97101%E5%89%8D%E4%BA%AE%E7%9B%B8-%E5%82%B3%E9%BB%83%E4%BB%81%E5%8B%B3%E5%82%8D%E6%99%9A%E6%8B%9C%E6%9C%83%E5%BC%B5%E5%BF%A0%E8%AC%80-113235444.html,1.33,2,0
2025-05-18,台積電,998.0,0.0,https://tw.news.yahoo.com/%E9%BB%83%E4%BB%81%E5%8B%B3%E7%8F%BE%E8%BA%AB-%E6%9C%80%E6%84%9B%E5%B7%9D%E8%8F%9C%E9%A4%A8-%E4%B8%8D%E9%80%9B%E5%A4%9C%E5%B8%82%E6%BA%96%E5%82%99computex%E6%BC%94%E8%AC%9B-154051617.html,0.0,4,0
2025-05-18,台積電,998.0,4.5,https://tw.stock.yahoo.com/news/%E6%AD%B7%E5%8F%B2%E4%B8%8A%E6%BC%B2%E6%A9%9F%E7%8E%87%E5%99%B480-%E5%A4%96%E8%B3%87%E6%82%84%E6%82%84%E5%B8%83%E5%B1%80%E9%9B%99%E9%A1%8C%E6%9D%90-520%E5%BF%85%E5%8B%9D%E8%82%A1-%E6%AC%A1%E7%9C%8B-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E7%88%86%E5%88%A9%E5%A4%9A%E5%BF%AB%E7%A0%B4%E5%8D%83%E4%BA%86-094627565.html,4.5,1,1
2025-05-18,台積電,998.0,21.0,https://tw.news.yahoo.com/%E9%BB%83%E4%BB%81%E5%8B%B3%E5%B8%B6%E4%BE%86%E5%A4%A7%E5%88%A9%E5%A4%9A-computex%E6%A6%82%E5%BF%B5%E8%82%A1%E7%9C%8B%E9%95%B7-%E9%80%99%E5%85%A9%E6%AA%94etf%E4%B8%8B%E6%89%8B%E8%A6%81%E5%BF%AB-160600658.html,21.0,2,0
