Date,Company,Price,Final Score,Article URL,Sentiment Score,Positive Mentions,Negative Mentions
2025-09-08,台積電,1190.0,21.0,https://news.cnyes.com/news/id/6144537,21.0,6,0
2025-09-08,台積電,1190.0,-3.0,https://news.cnyes.com/news/id/6144124,-3.0,0,2
2025-09-08,台積電,1190.0,11.5,https://news.cnyes.com/news/id/6144353,6.5,0,0
2025-09-08,聯發科,1440.0,-3.0,https://news.cnyes.com/news/id/6144124,-3.0,0,2
2025-09-08,聯發科,1440.0,12.0,https://news.cnyes.com/news/id/6144353,7.0,0,0
2025-09-08,鴻海,203.0,6.33,https://news.cnyes.com/news/id/6143997,6.33,1,2
2025-09-08,鴻海,203.0,-3.0,https://news.cnyes.com/news/id/6144124,-3.0,0,2
2025-09-08,鴻海,203.0,12.0,https://news.cnyes.com/news/id/6144353,7.0,0,0
2025-09-08,聯電,41.400001525878906,12.0,https://news.cnyes.com/news/id/6144353,7.0,0,0
2025-09-08,華晶科,61.599998474121094,-3.0,https://news.cnyes.com/news/id/6144124,-3.0,0,2
