Price,Close,High,Low,Open,Volume
Ticker,2317.TW,2317.TW,2317.TW,2317.TW,2317.TW
Date,,,,,
2023-09-01,101.13932800292969,101.13932800292969,100.19849704476289,100.19849704476289,14016360
2023-09-04,100.19849395751953,101.60974035128741,99.25766302834094,101.13932488669812,21196486
2023-09-05,100.66890716552734,100.66890716552734,99.7280762574383,100.19849171148282,13373644
2023-09-06,99.72808074951172,100.6689116999788,99.72808074951172,100.19849622474526,16988014
