Date,Company,Price,Sentiment Score,Article URL
2025-10-23,台積電,1450.0,0.0,https://tw.stock.yahoo.com/news/%E7%BE%8E%E8%82%A1%E6%97%A9%E7%9B%A4%E5%B0%8F%E6%BC%B2-%E5%8F%B0%E7%A9%8D%E9%9B%BBadr%E4%B8%8B%E8%B7%8C1-9-135558502.html
2025-10-23,台積電,1450.0,0.0,https://tw.news.yahoo.com/ai%E7%86%B1%E6%BD%AE%E7%BA%8C%E7%87%83-%E9%80%992%E6%AA%94%E6%90%AD%E5%8F%B0%E7%A9%8D%E9%9B%BB%E9%A0%86%E9%A2%A8%E8%BB%8A%E6%8E%80%E6%8A%95%E8%B3%87%E7%86%B1-184300487.html
2025-10-23,台積電,1450.0,0.0,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BB%E9%89%85%E9%A1%8D%E4%BA%A4%E6%98%93%E9%A6%96%E8%A6%8B1-600%E5%85%83%E6%96%B0%E5%A4%A9%E5%83%B9-%E6%8C%87%E6%95%B8%E7%9B%AE%E6%A8%99%E5%83%B9%E4%B8%8A%E7%9C%8B29-000%E9%BB%9E-132632207.html
2025-10-23,台積電,1450.0,0.0,https://tw.news.yahoo.com/ai%E7%86%B1%E6%BD%AE%E7%BA%8C%E7%87%83-%E9%80%992%E6%AA%94%E6%90%AD%E5%8F%B0%E7%A9%8D%E9%9B%BB%E9%A0%86%E9%A2%A8%E8%BB%8A%E6%8E%80%E6%8A%95%E8%B3%87%E7%86%B1-184300487.html?bcmt=1
2025-10-23,台積電,1450.0,0.0,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BB%E5%86%8D%E5%87%BA%E6%89%8B-%E5%9B%BA%E5%AE%9A%E6%94%B6%E7%9B%8A%E8%AD%89%E5%88%B8%E4%BA%A4%E6%98%93%E9%87%91%E9%A1%8D%E9%81%9410-2%E5%84%84%E7%BE%8E%E5%85%83-140840830.html
2025-10-23,台積電,1450.0,0.0,https://tw.stock.yahoo.com/news/%E5%85%88%E9%80%B2%E5%B0%81%E8%A3%9D%E5%B8%82%E5%A0%B4-%E5%8F%B0%E8%82%A1%E4%B8%89%E9%9B%84%E5%90%83%E4%B8%8B%E5%8C%97%E7%BE%8E%E8%A8%82%E5%96%AE-180500209.html
2025-10-23,台積電,1450.0,0.0,https://tw.stock.yahoo.com/news/ai%E7%86%B1%E6%BD%AE%E7%BA%8C%E7%87%83-%E9%80%992%E6%AA%94%E6%90%AD%E5%8F%B0%E7%A9%8D%E9%9B%BB%E9%A0%86%E9%A2%A8%E8%BB%8A%E6%8E%80%E6%8A%95%E8%B3%87%E7%86%B1-184300487.html
2025-10-23,台積電,1450.0,0.0,https://tw.stock.yahoo.com/news/%E5%8F%B0%E8%82%A1%E9%80%A3%E5%81%87%E5%89%8D%E5%A4%B1%E5%AE%885%E6%97%A5%E7%B7%9A%E5%A4%96%E8%B3%87%E7%BA%8C%E7%A0%8D239%E5%84%84%E5%85%83-%E9%80%A313%E8%B3%A30050%E5%85%B1%E8%BF%9168%E8%90%AC%E5%BC%B5-101303475.html
2025-10-23,台積電,1450.0,0.0,https://tw.stock.yahoo.com/news/%E5%A4%96%E8%B3%87%E7%8B%82%E5%96%8A1900%E5%85%83%E7%9B%AE%E6%A8%99%E5%83%B9%EF%BC%81%E5%8F%B0%E7%A9%8D%E9%9B%BB%E6%B3%95%E8%AA%AA%E6%9C%83%E5%BE%8C-%E6%88%91%E7%9C%8B%E5%88%B0%E7%9A%84%E9%97%9C%E9%8D%B5%E8%A8%8A%E8%99%9F-023557721.html
2025-10-23,台積電,1450.0,0.0,https://tw.stock.yahoo.com/news/%E5%8F%B0%E8%82%A1%E6%B3%A2%E6%AE%B5%E5%A4%A7%E6%BC%B2%E4%B8%80%E8%90%AC%E9%BB%9E%E9%82%84%E8%83%BD%E8%BF%BD%E5%97%8E%EF%BC%9F%E9%81%94%E4%BA%BA%E6%95%99%E4%BD%A0%E7%AC%AC%E5%9B%9B%E5%AD%A3%E7%A9%A9%E4%B8%AD%E6%B1%82%E5%8B%9D%E6%94%BB%E7%95%A5-022601920.html
2025-10-23,台積電,1450.0,0.0,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BB-%E5%8F%B0%E6%96%B0%E6%96%B0%E5%85%89%E9%87%91%E7%9A%86%E8%B7%8C-%E9%80%99%E5%9B%9B%E6%AA%94%E5%82%B5%E5%88%B8etf%E5%83%B9%E9%87%8F%E9%BD%8A%E6%8F%9A-081955333.html
2025-10-23,台積電,1450.0,0.0,https://tw.stock.yahoo.com/news/%E9%99%B6%E6%9C%B1%E9%9A%B1%E5%9C%92%E7%A0%B4%E5%86%B012%E5%84%84%E6%88%90%E4%BA%A4-%E5%90%B9%E9%9F%BF%E8%B1%AA%E5%AE%85%E5%BE%A9%E7%94%A6%E8%99%9F%E8%A7%92%E5%A4%96%E8%B3%87%E8%B3%A3%E5%A3%93%E4%B8%8D%E6%B8%9B-%E5%8F%B0%E8%82%A1%E9%9C%87%E7%9B%AA%E6%94%B6%E9%BB%91%E5%91%A8%E7%B7%9A%E4%BB%8D%E7%B4%85%E6%B2%B9%E5%83%B9%E6%80%A5%E6%BC%B2%E5%9B%9B%E5%AF%B6%E6%B2%B8%E9%A8%B0-00715l%E4%BA%BA%E6%B0%A3%E7%88%86%E6%A3%9A%EF%BD%9Cyahoo%E8%B2%A1%E7%B6%93%E6%8E%83%E6%8F%8F-092906362.html
2025-10-23,台積電,1450.0,0.0,https://tw.news.yahoo.com/%E5%85%88%E9%80%B2%E5%B0%81%E8%A3%9D%E5%B8%82%E5%A0%B4-%E5%8F%B0%E8%82%A1%E4%B8%89%E9%9B%84%E5%90%83%E4%B8%8B%E5%8C%97%E7%BE%8E%E8%A8%82%E5%96%AE-180500209.html?bcmt=1
2025-10-23,台積電,1450.0,0.0,https://tw.news.yahoo.com/%E5%85%88%E9%80%B2%E5%B0%81%E8%A3%9D%E5%B8%82%E5%A0%B4-%E5%8F%B0%E8%82%A1%E4%B8%89%E9%9B%84%E5%90%83%E4%B8%8B%E5%8C%97%E7%BE%8E%E8%A8%82%E5%96%AE-180500209.html
2025-10-23,台積電,1450.0,0.0,https://tw.stock.yahoo.com/news/%E5%85%A8%E5%8F%B0%E5%AE%B6%E5%BA%AD%E5%B9%B3%E5%9D%87%E8%B3%87%E7%94%A21889%E8%90%AC-%E7%8E%8B%E4%B8%96%E5%A0%85%E6%89%B9%E8%B2%A7%E5%AF%8C%E5%B7%AE%E8%B7%9D-%E4%B8%8D%E6%98%AF%E6%AF%8F%E5%80%8B%E4%BA%BA%E9%83%BD%E5%9C%A8%E8%B2%B7%E8%82%A1%E7%A5%A8-082300191.html
2025-10-23,台積電,1450.0,0.0,https://tw.stock.yahoo.com/news/%E8%82%A1%E5%B8%82%E5%89%B5%E6%96%B0%E9%AB%98%E5%8D%BB%E6%BC%B2%E5%BE%97%E4%B8%8D%E5%B9%B3%E7%A9%A9-3%E5%80%8B%E9%87%8D%E9%BB%9E%E5%B8%B6%E4%BD%A0%E9%81%BF%E9%96%8B%E6%93%8D%E4%BD%9C%E9%99%B7%E9%98%B1-101124437.html
2025-10-23,台積電,1450.0,0.0,https://tw.news.yahoo.com/%E5%85%88%E9%80%B2%E5%B0%81%E8%A3%9D%E5%B8%82%E5%A0%B4-%E5%8F%B0%E8%82%A1%E4%B8%89%E9%9B%84%E5%90%83%E4%B8%8B%E5%8C%97%E7%BE%8E%E8%A8%82%E5%96%AE-180500209.html
2025-10-23,台積電,1450.0,0.0,https://tw.news.yahoo.com/ai%E7%86%B1%E6%BD%AE%E7%BA%8C%E7%87%83-%E9%80%992%E6%AA%94%E6%90%AD%E5%8F%B0%E7%A9%8D%E9%9B%BB%E9%A0%86%E9%A2%A8%E8%BB%8A%E6%8E%80%E6%8A%95%E8%B3%87%E7%86%B1-184300487.html
2025-10-23,台積電,1450.0,0.0,https://tw.news.yahoo.com/%E6%B8%85%E7%A7%91%E9%A9%9A%E5%82%B3%E7%A0%B4%E7%94%A2%E6%B8%85%E7%AE%97-%E4%B8%AD%E5%9C%8B%E5%8D%8A%E5%B0%8E%E9%AB%94%E9%A0%BB%E5%82%B3%E9%80%80%E5%A0%B4%E6%BD%AE-%E5%AD%B8%E8%80%85%E6%9B%9D%E5%8E%9F%E5%9B%A0-101900594.html
2025-10-23,台積電,1450.0,0.0,https://tw.news.yahoo.com/24%E5%B9%B4%E4%BE%86%E9%A6%96%E6%AC%A1-%E6%96%B0%E5%8F%B0%E5%B9%A3%E6%94%B9%E7%89%88-3%E5%A4%A7%E9%87%8D%E9%BB%9E-2%E5%B9%B4%E5%8D%8A%E5%85%A7%E7%99%BC%E8%A1%8C-104303235.html
2025-10-23,台積電,1450.0,0.0,https://tw.news.yahoo.com/%E9%99%B6%E6%9C%B1%E9%9A%B1%E5%9C%92%E7%A0%B4%E5%86%B012%E5%84%84%E6%88%90%E4%BA%A4-%E5%90%B9%E9%9F%BF%E8%B1%AA%E5%AE%85%E5%BE%A9%E7%94%A6%E8%99%9F%E8%A7%92%E5%A4%96%E8%B3%87%E8%B3%A3%E5%A3%93%E4%B8%8D%E6%B8%9B-%E5%8F%B0%E8%82%A1%E9%9C%87%E7%9B%AA%E6%94%B6%E9%BB%91%E5%91%A8%E7%B7%9A%E4%BB%8D%E7%B4%85%E6%B2%B9%E5%83%B9%E6%80%A5%E6%BC%B2%E5%9B%9B%E5%AF%B6%E6%B2%B8%E9%A8%B0-00715l%E4%BA%BA%E6%B0%A3%E7%88%86%E6%A3%9A%EF%BD%9Cyahoo%E8%B2%A1%E7%B6%93%E6%8E%83%E6%8F%8F-092906362.html
2025-10-23,台積電,1450.0,0.0,https://tw.news.yahoo.com/%E9%80%99asic%E5%A4%A7%E5%BB%A0%E6%98%AF%E8%8B%B1%E7%89%B9%E7%88%BE%E5%A4%A5%E4%BC%B4-%E8%82%A1%E5%83%B9%E9%80%A3%E6%BC%B27%E5%A4%A9%E6%88%90%E5%BC%B7%E5%8B%A2%E8%82%A1%E7%8E%8B-%E5%A4%96%E8%B3%87%E8%BF%915%E6%97%A5%E7%8C%9B%E7%A0%B86-6%E5%84%84%E6%8E%83%E8%B2%A8-000000305.html
2025-10-23,台積電,1450.0,0.0,https://tw.news.yahoo.com/%E4%B8%8D%E5%86%8D%E6%98%AF%E5%8F%B0%E7%A9%8D-%E5%80%8B%E4%BA%BA%E6%AD%A6%E6%9E%97-%E8%AC%9D%E9%87%91%E6%B2%B3%E9%BB%9E%E5%90%8D4%E4%BC%81%E6%A5%AD-%E5%B0%87%E5%8F%96%E4%BB%A3%E5%9C%8B%E9%9A%9B%E4%BE%9B%E6%87%89%E9%8F%88-030000811.html
2025-10-23,台積電,1450.0,0.0,https://tw.news.yahoo.com/%E8%8F%AF%E8%B1%AB%E5%AF%A7%E4%B8%8A%E6%AB%83%E5%80%92%E6%95%B8-%E5%9C%8B%E5%85%A7%E9%9B%BB%E5%AD%90%E9%8E%96%E5%B8%82%E5%8D%A0%E9%81%945%E6%88%90-%E9%A0%90%E8%A8%88%E6%8E%9B%E7%89%8C%E5%83%B935%E5%85%83-103103399.html
2025-10-23,台積電,1450.0,0.0,https://tw.news.yahoo.com/%E6%8E%83%E5%88%B0%E5%B7%9D%E6%99%AE%E9%A2%B1%E9%A2%A8%E5%B0%BE-%E9%96%8B%E7%9B%A4%E5%B0%B1%E6%8C%A8%E5%88%80-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E4%B8%8B%E6%AE%BA20%E5%85%83-%E9%B4%BB%E6%B5%B7-%E8%81%AF%E7%99%BC%E7%A7%91%E7%B6%A0%E5%85%89%E5%A3%9F%E7%BD%A9-011400067.html
2025-10-23,台積電,1450.0,0.0,https://tw.news.yahoo.com/%E8%B7%8C%E8%B6%8A%E5%A4%9A%E8%B6%8A%E8%A2%AB%E7%9C%8B%E5%A5%BD-%E5%88%86%E6%9E%90%E5%B8%AB%E4%B8%8A%E4%BF%AE%E7%9B%AE%E6%A8%99%E5%83%B9-%E5%8A%9B%E7%A9%8D%E9%9B%BB%E9%80%A3%E8%99%A79%E5%AD%A3%E8%A1%80%E5%B4%A9%E4%BB%8D%E7%88%86%E9%87%8F27%E8%90%AC%E5%BC%B5-002700544.html
2025-10-23,台積電,1450.0,0.0,https://tw.stock.yahoo.com/news/%E6%99%B6%E7%89%87%E4%BA%94%E4%BA%94%E5%88%86%E9%9D%9E%E9%87%9D%E5%B0%8D%E5%8F%B0%E7%81%A3-%E4%BE%AF%E6%B0%B8%E6%B8%85-%E6%87%89%E6%8C%87%E7%BE%8E%E5%9C%8B%E9%9C%80%E6%B1%8250-%E7%95%B6%E5%9C%B0%E7%94%9F%E7%94%A2-131500419.html
2025-10-23,台積電,1450.0,0.0,https://tw.stock.yahoo.com/news/%E9%99%B6%E6%9C%B1%E9%9A%B1%E5%9C%92%E7%A0%B4%E5%86%B012%E5%84%84%E6%88%90%E4%BA%A4-%E5%90%B9%E9%9F%BF%E8%B1%AA%E5%AE%85%E5%BE%A9%E7%94%A6%E8%99%9F%E8%A7%92%E5%A4%96%E8%B3%87%E8%B3%A3%E5%A3%93%E4%B8%8D%E6%B8%9B-%E5%8F%B0%E8%82%A1%E9%9C%87%E7%9B%AA%E6%94%B6%E9%BB%91%E5%91%A8%E7%B7%9A%E4%BB%8D%E7%B4%85%E6%B2%B9%E5%83%B9%E6%80%A5%E6%BC%B2%E5%9B%9B%E5%AF%B6%E6%B2%B8%E9%A8%B0-00715l%E4%BA%BA%E6%B0%A3%E7%88%86%E6%A3%9A%EF%BD%9Cyahoo%E8%B2%A1%E7%B6%93%E6%8E%83%E6%8F%8F-092906362.html
2025-10-23,台積電,1450.0,0.0,https://tw.news.yahoo.com/%E5%8F%B0%E7%81%A3%E6%8F%90%E8%AD%B0-%E6%99%B6%E7%89%87%E4%BA%94%E4%BA%94%E5%88%86-%E7%94%9F%E6%85%8B%E7%B3%BB%E7%A7%BB%E7%BE%8E-%E9%83%AD%E6%AD%A3%E4%BA%AE-%E6%88%91%E7%9A%84%E5%A4%A9%E5%90%B6-160730241.html
2025-10-23,台積電,1450.0,0.0,https://tw.news.yahoo.com/%E7%9B%A4%E5%BE%8C%E7%B1%8C%E7%A2%BC-%E5%8F%B0%E8%82%A1%E4%B8%8B%E8%B7%8C103%E9%BB%9E-%E5%A4%96%E8%B3%87%E7%8B%82%E7%A0%8D224%E5%84%84-%E9%80%99%E6%AA%94%E7%AB%9F%E8%A2%AB%E8%B2%B7%E5%88%B0%E6%BC%B2%E5%81%9C-204300079.html
2025-10-23,台積電,1450.0,0.0,https://tw.stock.yahoo.com/news/%E4%B8%8D%E5%86%8D%E6%98%AF%E5%8F%B0%E7%A9%8D-%E5%80%8B%E4%BA%BA%E6%AD%A6%E6%9E%97-%E8%AC%9D%E9%87%91%E6%B2%B3%E9%BB%9E%E5%90%8D4%E4%BC%81%E6%A5%AD-%E5%B0%87%E5%8F%96%E4%BB%A3%E5%9C%8B%E9%9A%9B%E4%BE%9B%E6%87%89%E9%8F%88-030000772.html
2025-10-23,長榮,185.0,0.0,https://tw.stock.yahoo.com/news/%E7%BE%8E%E8%82%A1%E6%97%A9%E7%9B%A4%E5%B0%8F%E6%BC%B2-%E5%8F%B0%E7%A9%8D%E9%9B%BBadr%E4%B8%8B%E8%B7%8C1-9-135558502.html
2025-10-23,長榮,185.0,0.0,https://tw.news.yahoo.com/ai%E7%86%B1%E6%BD%AE%E7%BA%8C%E7%87%83-%E9%80%992%E6%AA%94%E6%90%AD%E5%8F%B0%E7%A9%8D%E9%9B%BB%E9%A0%86%E9%A2%A8%E8%BB%8A%E6%8E%80%E6%8A%95%E8%B3%87%E7%86%B1-184300487.html
2025-10-23,長榮,185.0,0.0,https://tw.news.yahoo.com/ai%E7%86%B1%E6%BD%AE%E7%BA%8C%E7%87%83-%E9%80%992%E6%AA%94%E6%90%AD%E5%8F%B0%E7%A9%8D%E9%9B%BB%E9%A0%86%E9%A2%A8%E8%BB%8A%E6%8E%80%E6%8A%95%E8%B3%87%E7%86%B1-184300487.html?bcmt=1
2025-10-23,長榮,185.0,0.0,https://tw.stock.yahoo.com/news/ai%E7%86%B1%E6%BD%AE%E7%BA%8C%E7%87%83-%E9%80%992%E6%AA%94%E6%90%AD%E5%8F%B0%E7%A9%8D%E9%9B%BB%E9%A0%86%E9%A2%A8%E8%BB%8A%E6%8E%80%E6%8A%95%E8%B3%87%E7%86%B1-184300487.html
