Date,Company,Final Score,Article URL,Sentiment Score,Positive Mentions,Negative Mentions
2025-02-02,台積電,10.0,https://tw.news.yahoo.com/%E5%B7%9D%E6%99%AE%E7%8E%A9%E7%9C%9F%E7%9A%84-%E6%8F%90%E9%AB%98%E9%97%9C%E7%A8%85%E6%8B%96%E7%B4%AF%E7%BE%8E%E8%82%A1%E7%BF%BB%E9%BB%91-%E9%81%93%E7%93%8A%E5%A4%A7%E8%B7%8C%E9%80%BE330%E9%BB%9E-003109553.html,10.0,0,2
