Date,Company,Price,Final Score,Article URL,Sentiment Score,Positive Mentions,Negative Mentions
2025-03-09,台積電,1005.0,-5.0,https://tw.stock.yahoo.com/news/%E5%8F%B0%E5%8C%97%E5%9C%8B%E9%9A%9B%E5%B7%A5%E5%85%B7%E6%A9%9F%E5%B1%958%E6%97%A5%E9%96%89%E5%B9%95-%E7%8F%BE%E5%A0%B4%E6%8E%A5%E5%96%AE%E8%B6%85%E9%81%8E10%E5%84%84%E5%85%83-122402800.html,-5.0,3,0
2025-03-09,台積電,1005.0,-0.5,https://tw.stock.yahoo.com/news/%E5%90%84%E5%A0%B1%E8%A6%81%E8%81%9E-%E6%89%93%E5%B9%B4%E7%B7%9A%E4%BF%9D%E8%A1%9B%E6%88%B0-%E8%81%9A%E5%85%895%E6%97%8F%E7%BE%A4-010131152.html,-0.5,2,0
2025-03-09,台積電,1005.0,0.0,https://tw.stock.yahoo.com/news/%E7%99%BE%E5%BA%A6%E6%96%87%E5%BF%83%E5%A4%A7%E6%A8%A1%E5%9E%8B%E5%86%8D%E5%8D%87%E7%B4%9A-3-16%E4%B8%8A%E7%B7%9A-001916412.html?bcmt=1,0.0,2,0
2025-03-09,台積電,1005.0,0.0,https://tw.stock.yahoo.com/news/%E5%90%84%E5%A0%B1%E8%A6%81%E8%81%9E-%E5%B7%9D%E6%99%AE%E5%86%8D%E6%8C%87%E5%8F%B0%E5%81%B7%E8%B5%B0%E6%99%B6%E7%89%87-%E6%94%B9%E5%8F%A3%E4%BD%A9%E6%9C%8D-010131793.html?bcmt=1,0.0,0,0
2025-03-09,台積電,1005.0,0.0,https://tw.stock.yahoo.com/news/%E5%AF%8C%E9%82%A6%E9%87%91%E6%93%B4%E5%A4%A7%E6%8B%9B%E5%8B%9F6-700%E4%BA%BA-%E5%89%8D%E9%80%B2%E8%87%BA%E5%A4%A7%E6%A0%A1%E5%9C%92%E5%BE%B5%E6%89%8D-123732808.html,0.0,0,1
2025-03-09,台積電,1005.0,-3.0,https://tw.stock.yahoo.com/news/1%E5%8F%B0%E8%82%A1etf%E8%A6%8F%E6%A8%A1%E5%83%850-34%E5%84%84%E5%85%83-%E6%8A%95%E4%BF%A1%E8%AD%89%E5%AF%A6-%E5%B0%87%E4%B8%8B%E6%AB%83%E6%B8%85%E7%AE%97-002006703.html,-3.0,0,0
2025-03-09,台積電,1005.0,0.0,https://tw.stock.yahoo.com/news/%E8%B7%AA%E5%A7%BF%E6%AD%A3%E7%A2%BA-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E5%8D%83%E5%84%84%E7%BE%8E%E5%85%83%E8%AE%93%E5%B7%9D%E6%99%AE%E6%94%B9%E5%8F%A3-4%E5%AD%97-%E7%B6%B2%E5%98%86-%E8%82%A1%E7%A5%A8%E6%85%A2%E6%85%A2%E6%92%BF%E5%90%A7-145500878.html,0.0,2,0
2025-03-09,台積電,1005.0,3.0,https://tw.stock.yahoo.com/news/%E7%BE%8E%E8%82%A1%E8%B6%85%E8%B3%A3%E5%8F%8D%E5%BD%88%E5%8F%B0%E7%A9%8D%E9%9B%BBadr%E6%AD%A2%E8%B7%8C%E4%BA%86-%E4%BD%86%E5%8F%B0%E8%82%A1%E4%BB%8A%E5%B9%B4%E8%B5%B0%E5%8B%A2%E5%B7%B2%E7%94%B1%E7%B4%85%E7%BF%BB%E9%BB%91-011514052.html,3.0,0,4
2025-03-09,台積電,1005.0,6.0,https://tw.stock.yahoo.com/news/%E5%B7%A5%E5%95%86%E7%A4%BE%E8%AB%96-%E7%B9%B3%E7%A8%85%E5%A4%9A%E8%80%85%E5%8F%97%E6%87%B2%E7%BD%B0-%E8%AB%87%E7%B6%9C%E6%89%80%E7%A8%85%E6%8E%92%E5%AF%8C%E6%A2%9D%E6%AC%BE%E7%9A%84%E7%88%AD%E8%AD%B0-201000292.html,6.0,0,0
2025-03-09,台積電,1005.0,-0.77,https://tw.stock.yahoo.com/news/%E7%B6%A0%E6%89%B9%E9%A6%AC%E8%8B%B1%E4%B9%9D%E7%95%B6%E5%B9%B4%E5%B7%AE%E9%BB%9E%E9%80%81%E5%8F%B0%E7%A9%8D%E9%9B%BB%E7%B5%A6%E5%B0%8D%E5%B2%B8-%E5%8F%B0%E5%A4%A7%E6%95%99%E6%8E%88%E6%9B%9D%E7%9C%9F%E7%9B%B8%E6%89%93%E8%87%89-234413467.html,-0.77,5,0
