Date,Company,Price,Final Score,Article URL,Sentiment Score,Positive Mentions,Negative Mentions
2025-04-13,台積電,889.0,15.0,https://tw.stock.yahoo.com/news/00878%E3%80%810056%E3%80%8C%E9%AB%98%E8%82%A1%E6%81%AFetf%E5%9B%9B%E5%A4%A9%E7%8E%8B%E3%80%8D%E6%90%B6%E7%BF%BB%EF%BC%811%E5%91%A8%E5%90%88%E5%90%B810%E8%90%AC%E4%BA%BA-00929%E7%8D%A8%E9%80%80%E7%87%92-022147942.html,15.0,0,0
2025-04-13,台積電,889.0,2.0,https://tw.news.yahoo.com/%E5%B7%9D%E6%99%AE%E7%AA%81%E8%B1%81%E5%85%8D%E9%9B%BB%E5%AD%90%E5%95%86%E5%93%81%E9%97%9C%E7%A8%85-%E7%B6%B2%E6%9C%9F%E5%BE%85%E6%BB%BF%E5%80%BC-%E9%9B%BB%E5%AD%90%E8%82%A1%E8%A6%81%E5%99%B4%E7%BF%BB%E4%BA%86-012609418.html,2.0,0,0
2025-04-13,台積電,889.0,0.0,https://tw.stock.yahoo.com/news/%E4%BA%9E%E9%A6%AC%E9%81%9C%E6%85%8C%E4%BA%86-%E5%95%86%E5%93%81%E8%B2%A8%E6%BA%90%E5%B9%BE%E4%B9%8E%E9%9D%A0%E5%A4%A7%E9%99%B8-ceo%E8%AD%A6%E5%91%8A%E7%BE%8E%E5%9C%8B%E4%BA%BA%E9%80%99%E4%BB%B6%E4%BA%8B-041329576.html,0.0,0,0
2025-04-13,台積電,889.0,0.0,https://tw.stock.yahoo.com/news/%E6%89%8B%E6%A9%9F-%E6%99%B6%E7%89%87%E8%B1%81%E5%85%8D%E7%BE%8E%E5%B0%8D%E7%AD%89%E9%97%9C%E7%A8%85-%E8%98%8B%E6%9E%9C%E7%AD%89%E7%A7%91%E6%8A%80%E5%B7%A8%E9%A0%AD%E6%9A%AB%E9%AC%86%E5%8F%A3%E6%B0%A3-013318997.html?bcmt=1,0.0,2,0
2025-04-13,台積電,889.0,0.0,https://tw.stock.yahoo.com/news/%E6%89%8B%E6%A9%9F-%E6%99%B6%E7%89%87%E8%B1%81%E5%85%8D%E7%BE%8E%E5%B0%8D%E7%AD%89%E9%97%9C%E7%A8%85-%E8%98%8B%E6%9E%9C%E7%AD%89%E7%A7%91%E6%8A%80%E5%B7%A8%E9%A0%AD%E6%9A%AB%E9%AC%86%E5%8F%A3%E6%B0%A3-013318997.html,0.0,2,0
2025-04-13,台積電,889.0,-1.5,https://tw.stock.yahoo.com/news/3%E6%9C%88%E5%AE%9A%E6%9C%9F%E5%AE%9A%E9%A1%8D%E9%A2%A8%E9%9B%B2%E6%A6%9C-0050-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E5%9B%9E%E6%AA%94%E6%9B%B4%E5%90%B8%E7%B2%89%E7%A9%A9%E5%B1%85%E4%BA%BA%E6%B0%A3%E7%8E%8B%E5%AF%B6%E5%BA%A7-024003870.html,-1.5,0,0
2025-04-13,台積電,889.0,0.0,https://tw.stock.yahoo.com/news/%E7%B9%BC%E7%BA%8C%E6%95%91%E5%B8%82%EF%BC%81%E9%87%91%E7%AE%A1%E6%9C%83%E5%AE%A3%E5%B8%83%E9%99%90%E7%A9%BA%E4%BB%A4%E5%86%8D%E5%BB%B6%E5%BE%8C%E4%B8%80%E5%91%A8%E5%88%B0418-111515083.html,0.0,2,4
2025-04-13,台積電,889.0,-2.0,https://tw.stock.yahoo.com/news/%E5%B7%9D%E6%99%AE%E8%BB%9F%E4%BA%86-%E7%BE%8E%E6%B5%B7%E9%97%9C%E6%82%84%E6%82%84%E6%94%B9%E7%A8%85%E5%89%87-%E4%BB%96%E7%AB%9F%E9%A0%90%E8%A8%80-%E9%80%B1-%E5%8F%B0%E8%82%A1%E8%B5%B7%E9%A3%9B-001952005.html,-2.0,1,0
2025-04-13,台積電,889.0,0.0,https://tw.stock.yahoo.com/news/%E5%B7%9D%E6%99%AE%E9%97%9C%E7%A8%85%E7%94%9F%E6%95%88-%E4%B8%BB%E5%8B%95%E5%BC%8Fetf%E6%98%AF%E9%81%BF%E9%9A%AA%E5%A5%BD%E9%81%B8%E6%93%87-084200598.html,0.0,8,2
2025-04-13,台積電,889.0,-1.5,https://tw.stock.yahoo.com/news/3%E6%9C%88%E5%AE%9A%E6%9C%9F%E5%AE%9A%E9%A1%8D%E9%A2%A8%E9%9B%B2%E6%A6%9C-0050-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E5%9B%9E%E6%AA%94%E6%9B%B4%E5%90%B8%E7%B2%89%E7%A9%A9%E5%B1%85%E4%BA%BA%E6%B0%A3%E7%8E%8B%E5%AF%B6%E5%BA%A7-024003870.html?bcmt=1,-1.5,0,0
